@relation R_data_frame

@attribute nonecholoc numeric
@attribute loc numeric
@attribute nmethods numeric
@attribute ccomdeep numeric
@attribute ccom numeric
@attribute nest numeric
@attribute hvol numeric
@attribute nIncomingCalls numeric
@attribute nIncomingCallsUniq numeric
@attribute nOutgoingInternCalls numeric
@attribute nOutgoingExternFlsCalled numeric
@attribute nOutgoingExternFlsCalledUniq numeric
@attribute nOutgoingExternCallsUniq numeric
@attribute IsVulnerable {no,yes}

@data
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
120,120,7,18,18,4,1152.155054,567,563,1,52,45,14,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
73,73,9,2,2,1,602.336591,586,562,2,1079,1038,13,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
75,75,1,19,19,4,867.641274,0,0,1,54,38,29,no
33,33,2,2,2,1,271.284989,2,1,0,10,7,17,no
91,91,0,17,17,9,1025.944999,0,0,0,53,42,29,no
7,7,0,3,3,1,40.76422,0,0,0,1,1,1,no
15,15,0,2,2,1,47.827155,0,0,0,2,2,8,no
79,79,0,14,14,7,881.683214,0,0,0,86,69,24,no
196,196,13,42,42,7,2915.199195,555,555,5,1041,1025,39,no
148,148,10,26,26,6,2282.312354,555,555,3,1063,1029,38,no
200,200,12,37,37,4,3124.500671,1110,555,4,1048,1027,49,no
22,22,1,3,3,2,286.220146,556,556,0,15,11,31,no
155,157,12,29,29,5,2130.474526,555,555,5,1064,1035,36,no
122,122,10,18,18,4,1589.86329,1110,555,2,1063,1034,30,no
74,74,9,6,6,1,756.916721,555,555,2,1037,1021,21,no
97,97,9,19,19,2,1259.088851,555,555,2,1033,1021,20,no
26,26,1,8,8,3,322.794797,0,0,0,9,7,9,no
22,22,1,6,6,2,254.13153,1,1,0,4,3,3,no
5,5,1,1,1,0,11.266065,0,0,0,1,1,1,no
24,24,1,7,7,3,293.233997,0,0,0,9,7,9,no
24,24,1,7,7,3,302.706567,0,0,0,9,7,8,no
37,37,1,7,7,3,395.105354,0,0,0,7,6,8,no
27,27,1,7,7,3,336.176383,0,0,0,9,7,8,no
11,11,1,4,4,1,127.176357,0,0,0,4,3,3,no
12,12,1,4,4,1,138.388632,0,0,0,4,3,3,no
134,134,10,23,23,3,1664.018196,555,555,3,1048,1027,39,no
175,175,12,28,28,5,2210.321158,1667,557,3,1036,1023,34,no
133,133,13,22,22,5,1774.527735,555,555,4,1040,1026,30,no
2,2,0,1,1,0,0,0,0,0,2,2,1,no
85,85,0,19,19,9,1004.242834,0,0,0,64,48,54,no
39,39,0,4,4,1,339.426284,0,0,0,70,56,23,no
102,102,8,15,15,2,885.085063,584,581,3,69,49,18,no
97,97,7,24,24,4,1088.928469,14,9,2,35,30,21,no
168,177,0,36,36,4,2814.177553,0,0,0,107,73,111,no
201,201,21,31,31,3,2464.831374,1817,1149,12,84,72,26,no
14,14,0,1,1,0,0,0,0,0,0,0,0,no
93,93,0,13,13,3,1304.388897,0,0,0,76,59,57,no
72,72,0,19,19,5,1027.292082,0,0,0,36,31,41,no
100,100,0,18,18,9,1278.556913,0,0,0,84,68,32,no
22,22,0,5,5,2,171.383517,0,0,0,11,9,13,no
106,106,0,17,17,3,1109.839755,0,0,0,61,39,48,no
114,114,0,36,36,6,1613.21275,0,0,0,57,39,68,no
193,193,11,47,47,4,2349.430737,17,6,0,84,51,50,no
80,80,0,21,21,4,1291.445375,0,0,0,161,118,60,no
25,25,1,4,4,1,156.055266,9,9,0,32,30,21,no
94,103,0,16,16,4,1494.715911,0,0,0,92,58,67,no
403,403,32,83,83,4,4793.114652,76,34,16,197,139,70,no
186,186,9,38,38,3,2819.864716,7,3,2,55,37,59,no
182,185,0,30,30,4,2357.276098,0,0,0,130,86,104,no
35,36,0,7,7,1,311.40274,0,0,0,30,14,24,no
10,10,0,4,4,2,59.577104,0,0,0,5,3,5,yes
33,33,0,7,7,2,215.66468,0,0,0,13,7,20,no
96,96,0,1,1,0,59.63776,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
41,49,0,11,11,3,620.166535,0,0,0,19,7,21,no
33,40,0,8,8,3,490.917261,0,0,0,19,7,18,no
1,1,0,1,1,0,0,0,0,0,0,0,0,no
44,44,1,10,10,1,443.614196,2,2,0,13,8,28,no
108,108,0,1,1,0,47.957905,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
42,48,0,9,9,2,715.90021,0,0,0,22,9,19,no
42,52,0,12,12,3,598.027139,0,0,0,20,7,19,no
42,52,0,12,12,3,598.027139,0,0,0,20,7,19,no
42,42,4,7,7,1,294.443898,0,0,3,0,0,0,no
32,32,0,2,2,1,197.687665,0,0,0,25,25,15,no
108,108,0,1,1,0,35.155593,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
9,10,0,1,1,0,94.426453,0,0,0,7,2,6,no
38,44,0,8,8,3,564.462954,0,0,0,21,8,21,no
48,56,0,14,14,3,757.525835,0,0,0,20,7,22,no
40,47,0,11,11,3,609.314419,0,0,0,20,7,19,no
104,104,0,1,1,0,29.112182,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
35,40,0,6,6,2,507.762016,0,0,0,22,9,19,no
41,50,0,12,12,3,598.027139,0,0,0,20,7,19,no
41,50,0,12,12,3,598.027139,0,0,0,20,7,19,no
84,84,0,1,1,0,17.917595,0,0,0,0,0,0,no
6,6,0,1,1,0,0,0,0,0,0,0,0,no
9,10,0,1,1,0,94.426453,0,0,0,7,2,6,no
43,50,0,14,14,3,608.151233,0,0,0,18,7,19,no
46,54,0,15,15,3,657.302256,0,0,0,19,7,20,no
101,101,0,1,1,0,29.112182,0,0,0,0,0,0,no
19,19,0,1,1,0,0,0,0,0,0,0,0,no
35,42,0,8,8,2,544.923307,0,0,0,19,7,18,no
41,51,0,11,11,2,650.939286,0,0,0,20,7,19,no
77,77,7,13,13,1,575.227743,0,0,6,2,2,1,no
43,43,0,2,2,1,255.988561,0,0,0,25,25,18,no
114,114,0,1,1,0,29.112182,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
9,10,0,1,1,0,94.426453,0,0,0,7,2,6,no
34,39,0,6,6,3,479.926576,0,0,0,20,9,19,no
40,50,0,12,12,3,567.463441,0,0,0,18,7,19,no
38,47,0,11,11,3,542.000338,0,0,0,18,7,18,no
102,102,0,1,1,0,73.893605,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
53,64,0,14,14,3,884.117199,0,0,0,20,7,23,no
51,61,0,13,13,3,856.733038,0,0,0,20,7,22,no
43,43,4,7,7,1,320.543353,0,0,3,0,0,0,no
37,37,0,2,2,1,230.184267,0,0,0,25,25,18,no
84,84,0,1,1,0,23.350922,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
9,10,0,1,1,0,94.426453,0,0,0,7,2,6,no
34,41,0,7,7,3,491.074132,0,0,0,20,8,19,no
44,55,0,13,13,3,638.734395,0,0,0,19,7,20,no
108,108,0,1,1,0,47.957905,0,0,0,0,0,0,no
15,15,0,1,1,0,0,0,0,0,0,0,0,no
42,48,0,8,8,2,642.619368,0,0,0,22,9,19,no
46,56,0,13,13,3,689.155451,0,0,0,20,7,19,no
28,28,3,5,5,1,163.621554,0,0,2,0,0,0,no
25,25,0,2,2,1,150.426268,0,0,0,25,25,12,no
100,100,3,19,19,6,1238.525074,0,0,3,32,30,44,no
76,76,0,10,10,3,968.497974,0,0,0,65,41,48,no
73,73,3,9,9,2,701.33644,3,3,3,41,36,38,no
95,95,0,1,1,0,23.350922,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
36,41,0,6,6,3,549.437434,0,0,0,21,9,21,no
39,48,0,11,11,3,549.27551,0,0,0,18,7,19,no
37,45,0,10,10,3,523.812407,0,0,0,18,7,18,no
91,91,0,1,1,0,35.155593,0,0,0,0,0,0,no
24,24,0,1,1,0,0,0,0,0,0,0,0,no
9,10,0,1,1,0,94.426453,0,0,0,7,2,6,no
49,59,0,15,15,3,758.755398,0,0,0,20,7,22,no
51,60,0,16,16,3,805.20981,0,0,0,20,7,22,no
114,114,10,19,19,1,921.72449,0,0,9,2,2,2,no
62,62,0,2,2,1,372.107083,0,0,0,25,25,27,no
105,105,0,1,1,0,35.155593,0,0,0,0,0,0,no
12,12,0,1,1,0,0,0,0,0,0,0,0,no
36,41,0,6,6,3,549.437434,0,0,0,21,9,21,no
40,50,0,12,12,3,567.463441,0,0,0,18,7,19,no
38,38,3,5,5,1,351.874426,0,0,2,0,0,0,no
22,22,0,2,2,1,129.313809,0,0,0,25,25,9,no
101,101,0,1,1,0,35.155593,0,0,0,0,0,0,no
14,14,0,1,1,0,0,0,0,0,0,0,0,no
43,49,0,8,8,3,696.635833,0,0,0,22,9,22,no
46,54,0,10,10,3,758.842347,0,0,0,23,9,23,no
40,40,4,7,7,1,252.305574,0,0,3,0,0,0,no
27,27,0,2,2,1,160.982497,0,0,0,25,25,12,no
6,6,0,1,1,0,17.917595,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
9,10,0,1,1,0,94.426453,0,0,0,7,2,6,no
35,40,0,7,7,3,531.216439,0,0,0,20,8,20,no
42,51,0,11,11,3,649.875112,0,0,0,19,7,21,no
106,106,0,1,1,0,35.155593,0,0,0,0,0,0,no
16,16,0,1,1,0,0,0,0,0,0,0,0,no
47,55,0,11,11,3,762.626599,0,0,0,21,8,21,no
52,61,0,13,13,3,881.127349,0,0,0,23,9,23,no
44,52,0,10,10,1,716.094935,0,0,0,23,9,20,no
34,34,3,5,5,1,267.917975,0,0,2,0,0,0,no
25,25,0,2,2,1,150.426268,0,0,0,25,25,12,no
97,97,0,1,1,0,29.112182,0,0,0,0,0,0,no
17,17,0,1,1,0,0,0,0,0,0,0,0,no
73,81,0,17,17,3,1346.445868,0,0,0,37,17,51,no
66,73,0,14,14,3,1236.315758,0,0,0,37,17,49,no
47,47,6,6,6,1,370.267855,6,2,2,5,3,5,no
28,28,0,2,2,1,164.003839,0,0,0,25,25,16,no
18,18,0,1,1,0,12.875503,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
83,83,0,1,1,0,17.917595,0,0,0,0,0,0,no
5,5,0,1,1,0,0,0,0,0,0,0,0,no
9,10,0,1,1,0,94.426453,0,0,0,7,2,6,no
38,44,0,8,8,3,560.749382,0,0,0,21,8,21,no
46,54,0,13,13,3,734.132789,0,0,0,20,7,22,no
99,99,4,14,14,5,1125.347488,3,3,4,43,36,41,no
64,64,2,21,21,6,609.19822,0,0,2,6,6,17,no
96,96,4,21,21,4,1002.676714,0,0,4,29,26,33,no
53,53,2,7,7,4,662.225387,0,0,2,24,24,17,no
15,15,0,3,3,1,49.698133,0,0,0,7,7,6,no
62,65,0,13,13,3,934.668953,0,0,0,80,57,40,no
129,129,0,35,35,3,2146.582693,0,0,0,162,107,91,no
80,80,3,21,21,5,1166.57392,79,75,1,185,160,51,no
140,141,0,29,29,5,2302.783528,0,0,0,219,147,99,no
93,93,3,24,24,4,1143.708952,80,76,0,123,101,65,no
203,203,8,28,28,3,2640.148291,16,5,1,86,60,187,no
44,44,0,6,6,4,662.171352,0,0,0,38,21,35,no
254,254,12,23,23,3,1384.251484,0,0,4,24,10,39,no
22,22,0,2,2,1,171.732087,0,0,0,32,15,20,no
37,37,0,6,6,2,346.406287,0,0,0,107,77,24,no
23,23,2,2,2,1,161.496006,74,73,0,27,24,8,no
83,83,7,12,12,2,844.050251,10,8,2,23,17,23,no
85,85,5,14,14,3,1048.220529,8,6,0,11,8,25,no
44,44,6,3,3,1,375.206857,10,8,1,25,22,13,no
144,144,10,32,32,6,1607.363916,159,151,3,122,103,39,no
134,134,7,18,18,2,1092.981629,9,7,2,21,19,25,no
69,69,6,6,6,1,638.748167,9,7,1,16,13,14,no
41,41,5,4,4,1,366.356165,9,7,0,9,9,7,no
93,93,6,7,7,2,796.35741,8,6,1,20,16,21,no
43,43,2,10,10,3,370.629802,18,9,0,46,36,19,no
6,6,1,1,1,0,23.350922,0,0,0,3,3,3,no
61,67,0,14,14,3,868.272552,0,0,0,62,42,36,no
17,17,0,3,3,1,143.012422,0,0,0,30,30,8,no
493,508,2,114,114,7,9817.432155,0,0,2,276,164,277,no
27,27,4,3,3,1,167.761007,4,1,0,26,13,9,no
48,48,0,10,10,3,534.523862,0,0,0,38,19,31,no
97,98,0,30,30,5,1441.594372,0,0,0,79,54,62,no
17,17,0,4,4,2,109.742298,0,0,0,30,27,10,no
7,7,0,1,1,0,20.794415,0,0,0,10,9,4,no
41,43,0,8,8,2,478.678086,0,0,0,54,38,27,no
72,72,0,14,14,4,987.909873,0,0,0,156,117,58,no
97,97,0,13,13,4,1225.397729,0,0,0,118,84,70,no
255,255,20,47,47,5,3170.017551,11,2,10,237,172,110,no
8,8,1,1,1,0,16.125835,1,1,0,30,28,4,no
26,26,3,5,5,2,274.429761,3,2,0,41,37,11,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
33,33,3,4,4,1,222.102432,3,1,0,31,29,15,no
28,28,2,5,5,1,206.573499,3,2,0,33,30,11,no
10,10,0,1,1,0,0,0,0,0,0,0,0,no
24,24,3,4,4,3,166.916292,3,1,0,42,42,10,no
38,38,6,7,7,1,423.347216,5,1,0,23,18,12,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
26,26,1,1,1,0,95.654311,1,1,0,31,28,26,no
19,19,2,3,3,2,249.915338,2,1,1,30,30,5,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
10,10,2,1,1,0,14.334076,2,2,0,26,26,3,no
26,26,5,3,3,1,189.913674,6,2,0,29,27,5,no
2,2,0,1,1,0,0,0,0,0,0,0,0,no
136,139,2,15,15,3,2021.239494,0,0,2,92,61,97,no
32,32,2,4,4,1,265.734575,73,72,1,111,104,14,no
34,34,4,2,2,1,235.710708,81,77,0,34,30,12,no
238,238,31,44,44,5,2893.557098,51,39,21,101,57,56,no
179,190,1,55,55,6,3687.70068,3,3,1,133,78,143,no
38,38,0,6,6,3,416.424772,0,0,0,36,17,26,no
47,47,4,5,5,1,567.243336,560,560,1,29,23,20,no
46,46,0,4,4,1,603.475542,0,0,0,54,40,27,no
395,395,36,61,61,5,5015.966477,1447,786,17,1158,1062,70,no
39,42,0,10,10,3,367.643635,0,0,0,27,23,18,no
161,173,1,46,46,7,3226.892502,3,3,1,128,73,121,yes
20,21,0,2,2,1,199.171258,0,0,0,91,76,16,no
4,4,0,1,1,0,8.04719,0,0,0,0,0,0,no
10,10,0,1,1,0,3.465736,0,0,0,0,0,0,no
48,48,5,9,9,3,238.354037,601,598,2,79,78,8,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
91,91,7,20,20,6,974.386871,1120,559,4,1067,1032,20,no
10,10,0,2,2,1,35.968429,0,0,0,8,7,2,no
13,13,0,2,2,1,48.734038,0,0,0,8,7,2,no
26,27,0,2,2,1,148.312659,0,0,0,46,35,12,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
542,542,51,76,76,5,6390.339805,1825,634,18,1228,1077,128,yes
502,502,14,50,50,4,5872.916329,9,6,5,62,51,167,yes
10,10,0,1,1,0,3.465736,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
19,19,3,1,1,0,82.001919,570,568,0,1,1,1,no
82,82,7,14,14,7,781.429971,563,556,3,1029,1021,12,no
10,10,0,2,2,1,35.968429,0,0,0,8,7,2,no
10,10,0,2,2,1,35.968429,0,0,0,8,7,2,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
10,10,0,1,1,0,3.465736,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
20,20,3,1,1,0,113.676138,569,567,1,1049,1020,3,no
61,61,5,8,8,2,539.859175,561,556,3,1091,1029,28,no
10,10,0,2,2,1,35.968429,0,0,0,8,7,2,no
10,10,0,2,2,1,35.968429,0,0,0,8,7,2,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
43,43,0,6,6,1,460.843316,0,0,0,56,39,30,no
10,10,0,1,1,0,3.465736,0,0,0,0,0,0,no
3,3,0,1,1,0,0,0,0,0,0,0,0,no
19,19,3,1,1,0,95.006064,568,567,2,1022,1018,2,no
21,21,3,1,1,0,82.163187,559,556,2,1027,1018,4,no
10,10,0,2,2,1,35.968429,0,0,0,8,7,2,no
10,10,0,2,2,1,35.968429,0,0,0,8,7,2,no
2,2,0,1,1,0,1.386294,0,0,0,0,0,0,no
